"id","name"
6716,"серый/ярко-синий"
6717,"серый/оранжевый"
6718,"серый/черный"
6719,"серый/красный"
6720,"серый/синий"
6721,"серый меланж/коричневый"
6722,"серебристый/синий"
6723,"серебристый/красный"
6724,"серебристый/зеленый"
6725,"серебристый/белый"
6726,"светло-синий"
6727,"титан"
6728,"золотистый"
6729,"синий/белый"
6730,"красный/белый"
6731,"лайм/белый"
6732,"оранжевый/белый"
6733,"белый/синий"
6734,"белый/красный"
6735,"белый/зеленое яблоко"
6736,"белый/оранжевый"
6737,"хаки"
6738,"розовый/серебристый"
6739,"серебристый, белый/черный"
6740,"прозрачный/золотистый"
6741,"серебристый/золотистый"
6742,"коричневый"
6743,"лайм/черный"
6744,"прозрачный/оранжевый/белый"
6745,"темно-коричневый"
6746,"черный/серебристый/золотистый"
6747,"коричневый/разноцветный"
6748,"бордовый"
6749,"темно-коричневый/серебристый"
6750,"серебристый, синий"
6751,"серебристый, зеленый"
6752,"желтый/серебристый"
6753,"белый/желтый"
6754,"коричневый/серебристый/черный"
6755,"золотистый/розовый"
6756,"серебристый/коричневый/зеленый"
6757,"коричневый/серебристый"
6758,"прозрачный/красный/черный"
6759,"прозрачный/синий/черный"
6760,"синий/красный"
6761,"разноцветный"
6762,"белый/синий/серебристый"
6763,"белый/оранжевый/серебристый"
6764,"белый/синий/черный"
6765,"черный/синий/серебристый"
6766,"черный/серый/серебристый"
6767,"черный/оранжевый/серебристый"
6768,"белый/прозрачный"
6769,"красное дерево/золотистый"
6770,"коричневый/золотистый"
6771,"красное дерево"
6772,"белый/ красный"
6773,"белый/ синий"
6774,"белый/ зеленый"
6775,"белый/ оранжевый"
6776,"белый/ фиолетовый"
6777,"белый/ черный"
6778,"синий/серый/белый/серебристый"
6779,"черный/серый/белый/серебристый"
6780,"серый/зеленый"
6781,"синий/светло-коричневый"
6782,"коричневый/светло-коричневый"
6783,"черный, желтый, серебристый, дерево"
6784,"черный/синий"
6785,"синий/белый/черный"
6786,"коричневый/черный"
6787,"серебристый/голубой"
6788,"натуральный"
6789,"белый/коричневый"
6790,"черный, серебристый"
6791,"золотистый/черный"
6792,"золотистый/красное дерево"
6793,"черный/коричневый"
6794,"прозрачный/коричневый"
6795,"прозрачный/черный/золотистый"
6796,"черный/золотистый/прозрачный"
6797,"красный/золотистый"
6798,"голубой/ золотистый"
6799,"голубой/золотистый"
6800,"кремовый"
6801,"натуральный/прозрачный"
6802,"коричневый/натуральный/прозрачный"
6803,"натуральный/коричневый/прозрачный"
6804,"бежевый"
6805,"прозрачный/золотистый, серебристый"
6806,"черный/прозрачный"
6807,"золотистый, серебристый, зеленый"
6808,"зеленый/золотистый"
6809,"прозрачный/серебристый"
6810,"желтый/синий"
6811,"фиолетовый"
6812,"серебристый/прозрачный/черный"
6813,"золотистый/белый"
6814,"красный/золотистый/черный"
6815,"черный/красный/золотистый"
6816,"белый/зеленый"
6817,"белый/фиолетовый"
6818,"бордовый металлик/серебристый"
6819,"синий металлик/серебристый"
6820,"зеленый металлик/серебристый"
6821,"голубой металлик/серебристый"
6822,"оранжевый металлик/серебристый"
6823,"светло-зеленый металлик/серебристый"
6824,"фиолетовый/серебристый"
6825,"серый мрамор/серебристый/черный"
6826,"синий/черный/серебристый"
6827,"серебристый/белый/черный"
6828,"коричневый, золотистый/красное дерево, золотистый/серебристый"
6829,"коричневый, золотистый"
6830,"белый/черный/серебристый"
6831,"белый/розовый/черный"
6832,"красный/черный/серебристый"
6833,"зеленый/черный/серебристый"
6834,"оранжевый/черный/серебристый"
6835,"серебристый/дерево"
6836,"серебристый/коричневый, черный, хаки"
6837,"серебристый/дерево/бежевый"
6838,"серебристый/дерево/черный"
6839,"серебристый/коричневый"
6840,"черный/зеленый"
6841,"черный/желтый"
6842,"бледно-розовый"
6843,"ярко-розовый"
6844,"черный, белый"
6845,"серый/черный /оранжевый"
6846,"серый/черный/оранжевый"
6847,"оранжевый прозрачный/белый"
6848,"красный прозрачный/белый"
6849,"зеленый прозрачный/белый"
6850,"синий прозрачный/белый"
6851,"зеленый прозрачный"
6852,"черный /серебристый"
6853,"ярко-синий/черный"
6854,"оранжевый/серебристый/черный"
6855,"красный/серебристый/черный"
6856,"лайм/серебристый/черный"
6857,"ярко-синий/серебристый/черный"
6858,"белый/серебристый/черный"
6859,"персиковый/белый"
6860,"ярко-синий/белый"
6861,"пурпурный/белый"
6862,"желтый/белый"
6863,"лайм/белый/серый"
6864,"красный/белый/серый"
6865,"фиолетовый/белый/серый"
6866,"синий/белый/серый"
6867,"черный/белый/серый"
6868,"натуральный/красный"
6869,"натуральный/синий"
6870,"белый/зеленый лайм"
6871,"белый/синий ледяной"
6872,"белый/ярко-синий"
6873,"белый/темно-синий"
6874,"черный/зеленое яблоко"
6875,"черный/белый/светло-серый"
6876,"черный /зеленое яблоко"
6877,"натуральный/зеленый"
6878,"натуральный/черный"
6879,"серебристый/прозрачный"
6880,"красный/прозрачный"
6881,"ярко-синий/прозрачный"
6882,"лайм прозрачный"
6883,"прозрачный/красный"
6884,"прозрачный/ярко-синий"
6885,"прозрачный/пурпурный"
6886,"прозрачный/оранжевый"
6887,"прозрачный/синий"
6888,"прозрачный/зеленый"
6889,"белый/лайм"
6890,"черный. серебристый"
6891,"фуксия/серебристый"
6892,"неоновый желтый/серебристый"
6893,"бежевый/оранжевый"
6894,"бежевый/красный"
6895,"бежевый/ярко-синий"
6896,"черный/неоново-розовый"
6897,"черный/неоново-оранжевый"
6898,"черный/неоново-голубой"
6899,"черный/неоново-зеленый"
6900,"черный/неоновый зеленый"
6901,"пурпурный"
6902,"прозрачный/разноцветный"
6903,"натуральный, разноцветный"
6904,"розовый/черный/серебристый"
6905,"желтый/черный/серебристый"
6906,"ярко-синий/черный/серебристый"
6907,"желтый прозрачный"
6908,"васильковый прозрачный"
6909,"темно-серый/черный"
6910,"белый/розовый"
6911,"серебристый/фиолетовый"
6912,"пурпурный/серебристый"
6913,"зеленый/серебристый/черный"
6914,"мокрый асфальт"
6915,"синий/черный/белый"
6916,"черный/темно-синий"
6917,"красный/темно-синий"
6918,"темно-синий/черный"
6919,"антрацит/желтый"
6920,"черный/зеленый/серый"
6921,"черный/аква"
6922,"бесцветный полупрозрачный/лайм"
6923,"бесцветный полупрозрачный/красный"
6924,"бесцветный полупрозрачный/синий"
6925,"бесцветный полупрозрачный/оранжевый"
6926,"бесцветный полупрозрачный/белый"
6927,"бесцветный полупрозрачный/черный"
6928,"черный, синий, желтый"
6929,"светло-коричневый, черный"
6930,"черный/светло-синий"
6931,"черный/лайм"
6932,"синий металлик"
6933,"мокрый асфальт/черный"
6934,"серебристый/мокрый асфальт"
6935,"темно-синий/красный"
6936,"белый/антрацит"
6937,"красный/антрацит"
6938,"оранжевый/антрацит"
6939,"синий/антрацит"
6940,"зеленое яблоко/антрацит"
6941,"черный/антрацит"
6942,"красный/серый"
6943,"небесно-синий/серый"
6944,"оранжевый/темно-синий"
6945,"темно-синий/антрацит"
6946,"серый стальной"
6947,"армейский зеленый"
6948,"розовый/белый"
6949,"серый/темно-синий"
6950,"серый/желтый"
6951,"темно-серый"
6952,"светло-серый/черный"
6953,"бордовый/черный"
6954,"графит/черный"
6955,"зеленое яблоко/черный/серебристый"
6956,"серебристый/оранжевый"
6957,"черный/серебристый/серый"
6958,"черный/серебристый, белый/серый"
6959,"черный/серебристый/фиолетовый"
6960,"бежевый/серебристый, черный/фиолетовый"
6961,"серый/серебристый, черный/фиолетовый"
6962,"черный/разноцветный"
6963,"синий/белый/серебристый"
6964,"зеленый/белый/серебристый"
6965,"оранжевый/белый/серебристый"
6966,"желтый/серебристый/черный"
6967,"коричневый/оранжевый/черный"
6968,"бежевый/оранжевый/черный"
6969,"черный/красный/белый"
6970,"серебристый/золотистый/красное дерево"
6971,"голубой/белый"
6972,"бирюзовый/белый"
6973,"серый/белый"
6974,"красный/белый/серебристый"
6975,"золотистый/зеленый"
6976,"синий/серый"
6977,"оранжевый/серый"
6978,"синий/серый/черный"
6979,"оранжевый/серый/черный"
6980,"белый/серый/черный"
6981,"голубой/черный"
6982,"коричневый/бежевый"
6983,"синий/зеленый/черный/серый"
6984,"черный/фиолетовый/серебристый"
6985,"черный/красный/серебристый"
6986,"белый/красный/серебристый"
6987,"коричневый/бежевый/прозрачный"
6988,"голубой сапфир"
6989,"оранжевый коралл"
6990,"фисташковый"
6991,"цитрусовый"
6992,"амарант"
6993,"морская волна"
6994,"бирюзовый"
6995,"светло-серый"
6996,"зеленый/прозрачный/бронзовый"
6997,"бронзовый/коричневый"
6998,"черный с вызолочением/коричневый"
6999,"бронзовый/зеленый"
7000,"антрацит"
7001,"платиновый/золотистый/черный"
7002,"серебристый/сиреневый/черный"
7003,"металлик/черный"
7004,"серебристый/кристальный"
7005,"черный/кристальный/золотистый"
7006,"прозрачный/винтажный розовый/розовое золото"
7007,"зеленое яблоко/черный"
7008,"светло-синий/черный"
7009,"серый меланж/черный"
7010,"красный/черный/серый"
7011,"синий/черный/серый"
7012,"серый стальной/черный"
7013,"темно-синий/черный/серый"
7014,"темно-синий/небесно-голубой"
7015,"синий/красный/серый"
7016,"антрацит/красный/серый"
7017,"черный/красный/серый"
7018,"стальной серый/черный"
7019,"стальной серый"
7020,"синий/темно-синий"
7021,"темно-синий/синий"
7022,"светло-коричневый/серебристый"
7023,"серебристый/серый"
7024,"серый прозрачный/серебристый"
7025,"серебристый/черный/красный"
7026,"черный/голубой"
7027,"коричнево-серый/коричневый"
7028,"коричневый/коричнево-серый"
7029,"черный/темно-серый/ярко-синий"
7030,"графит/серебристый"
7031,"синий/прозрачный"
7032,"лайм/черный/серебристый"
7033,"вишневый светлый"
7034,"lavender"
7035,"натуральный/ярко-синий"
7036,"натуральный/зеленое яблоко"
7037,"натуральный/желтый"
7038,"натуральный/белый"
7039,"натуральный/оранжевый"
7040,"натуральный/насыщенный синий"
7041,"натуральный/пурпурный"
7042,"черный/серый/белый"
7043,"черный/ярко-синий/белый"
7044,"черный/лайм/белый"
7045,"ярко-синий/черный/серый"
7046,"лайм/черный/серый"
7047,"белый/черный/серый"
7048,"оранжевый/черный/серый"
7049,"светло-зеленый"
7050,"белый матовый"
7051,"песочный"
7052,"серебристый металлик"
7053,"черный металлик"
7054,"серый/черный/лайм"
7055,"оранжевый/прозрачный"
7056,"лайм/прозрачный"
7057,"бургунди/розовый/золотистый"
7058,"бургунди/золотистый/розовый/темно-красный"
7059,"белый/бежевый/злотистый"
7060,"белый/бежевый/золотистый"
7061,"синий/серый/золотистый"
7062,"бежевый/белый/золотистый"
7063,"серый/голубой/бежевый/розовый/золотистый"
7064,"синий/золотистый"
7065,"синий/золотистый/серый"
7066,"красный/фиолетовый"
7067,"коричневый, золтистый"
7068,"графит"
7069,"темно-серый, черный"
7070,"черный, графит"
7071,"блокнот- кремовый, ручка- кремовый/золотистый"
7072,"блокнот- черный, ручка- черный/золотистый"
7073,"белый/синий/красный/серый/графит"
7074,"синий/белый/серый/графит"
7075,"синий/красный/белый/серебристый"
7076,"серый/черный/серебристый"
7077,"синий/красный/белый/золотистый"
7078,"черный, темо-синий"
7079,"черный, темно-синий, серебристый"
7080,"черный, тесно-синий, серебристый"
7081,"белый, синий"
7082,"бордовый, синий"
7083,"золотистый, бордовый"
7084,"золотистый, синий"
7085,"золотистый, бежевый"
7086,"бургунди/розовый"
7087,"бежевый/белый"
7088,"корпус- темно-серый, циферблат- темно-серый, крепление- черный"
7089,"корпус- черный/золотистый, циферблат- черный, крепление- черный/золотистый"
7090,"корпус- черный/серебристый, циферблат- белый, крепление- черный/серебристый"
7091,"черный, темно-серый"
7092,"золотистый, белый"
7093,"золотистый, янтарный"
7094,"серебристый, черный"
7095,"кремовый/золотистый"
7096,"черный, кристальный"
7097,"синий/красный/белый"
7098,"золотистый, черный"
7099,"корпус- серебристый, циферблат- черный/темно-синий, крепление- черный"
7100,"корпус- серебристый, циферблат- белый, крепление- черный"
7101,"корпус- серебристый, циферблат- черный, крепление- черный"
7102,"черный, темносиний, серебристый"
7103,"черный, темно-синий"
7104,"белый, розовый, синий"
7105,"белый/серый/черный/синий/красный"
7106,"черный прозрачный/серый"
7107,"прозрачный/серый"
7108,"синий прозрачный/серый"
7109,"медно-красный"
7110,"черный, серебристый, светло-коричневый"
7111,"серый яркий"
7112,"черный/ярко-синий/серый/белый"
7113,"черный, натуральный/серебристый"
7114,"черный/синий/оранжевый/лайм"
7115,"черный/серебристый/прозрачный"
7116,"черный/белый/серебристый"
7117,"черный/ярко-синий/серебристый"
7118,"синий, серебристый"
7119,"красный, серебристый"
7120,"зеленый, серебристый"
7121,"ярко-синий/серый/серебристый"
7122,"белый/серый/серебристый"
7123,"натуральный/темно-синий"
7124,"ярко-синий/белый/серебристый"
7125,"лайм/белый/серебристый"
7126,"желтый прозрачный/белый"
7127,"лайм прозрачный/белый"
7128,"розовый прозрачный/белый"
7129,"ярко-синий/серый"
7130,"лайм/серый"
7131,"черный/светло-зеленый"
7132,"серый/серебристый"
7133,"ярко-лиловый"
7134,"оранжево-желтый"
7135,"зеленый армейский/белый"
7136,"небесно-голубой"
7137,"небесно-голубой/белый"
7138,"темно-красный"
7139,"джинс/белый"
7140,"джинсовый/белый"
7141,"белый/светло-серый"
7142,"темно-серый/серый"
7143,"синий классический "
7144,"бронзовый"
7145,"красный металлик"
7146,"золотистый глянцевый"
7147,"серебристый/черный/серый"
7148,"вишневый светлый/черный"
7149,"пурпурный/черный"
7150,"небесно-голубой/черный"
7151,"светло-зеленый/черный"
7152,"сливовый/черный"
7153,"белый/голубой"
7154,"белый/фуксия"
7155,"бордовый/серебристый"
7156,"зеленое яблоко/серебристый"
7157,"сильвер шайн"
7158,"темно-синий/серебристый"
7159,"темно-зеленый/золотистый"
7160,"салатовый/черный"
7161,"белый/зеленое яблоко/серебристый"
7162,"белый/салатовый"
7163,"синий/золотистый/черный"
7164,"зеленое яблоко/золотистый/черный"
7165,"серебристый/золотистый/черный"
7166,"оранжевый/золотистый/черный"
7167,"зеленое яблоко/золотистый"
7168,"оранжевый/золотистый"
7169,"серый/зеленое яблоко"
7170,"красный/темно-серый"
7171,"синий/темно-серый"
7172,"зеленый/темно-серый"
7173,"белый/темно-серый"
7174,"оранжевый/темно-серый"
7175,"черный/темно-серый"
7176,"желтый/темно-серый"
7177,"голубой/темно-серый"
7178,"фиолетовый/темно-серый"
7179,"хаки/черный"
7180,"черный/серебристый/оранжевый"
7181,"черный, желтый, дерево"
7182,"зеленый/красный/желтый"
7183,"зеленый/красный/желтый/белый"
7184,"крафт"
7185,"крафт/черный"
7186,"белый, серебристый"
7187,"оранжевый, серебристый"
7188,"серый, серебристый"
7189,"оранжевый/черный/прозрачный"
7190,"зеленое яблоко/черный/прозрачный"
7191,"синий/черный/прозрачный"
7192,"неоновый желтый"
7193,"бургунди/серебристый"
7194,"белый/синий/красный"
7195,"белый/разноцветный"
7196,"прозрачный/бордовый"
7197,"коричневый, серебристый"
7198,"матовый платиновый"
7199,"коричневый, серебристый, золотистый"
7200,"золотистый/прозрачный"
7201,"золотистый/серебристый"
7202,"бронзовый/белый"
7203,"бронза с чернением/серый"
7204,"бронза с чернением/серебристый"
7205,"бронза с чернением"
7206,"красный/синий"
7207,"светло-коричневый, серебристый"
7208,"пудровый/золотистый"
7209,"серый/коричневый"
7210,"золотисто-желтый"
7211,"дерево"
7212,"красный/фиолетовый/бежевый"
7213,"крафт глянцевый"
7214,"синий глянцевый"
7215,"черный глянцевый"
7216,"красный глянцевый"
7217,"зеленый глянцевый"
7218,"серебристый глянцевый"
7219,"белый глянцевый"
7220,"оранжевый глянцевый"
7221,"золотистый/бордовый"
7222,"серебристый/золотистый/красный"
7223,"золотистый/голубой"
7224,"черный/золотистый/серебристый"
7225,"серебристый, черный/белый"
7226,"черный/деревянный"
7227,"белый/черный/деревянный"
7228,"черный/прозрачный/красный"
7229,"серебристый/черный/прозрачный/красный"
7230,"серебристый/черный/белый"
7231,"черный/коричневый/серебристый"
7232,"индиго/серебристый"
7233,"кремовый/красный/разноцветный"
7234,"красный/разноцветный"
7235,"светло-коричневый/кремовый"
7236,"неоново-розовый прозрачный/серый"
7237,"неоново-зеленый прозрачный/серый"
7238,"ярко-синий прозрачный/серый"
7239,"черный/желтый/серебристый"
7240,"серебристый/натуральный"
7241,"прозрачный, черный/серебристый"
7242,"серебристый матовый"
7243,"натуральный/коричневый"
7244,"темно-синий/черный/белый"
7245,"красный/черный/белый"
7246,"оливковый/черный"
7247,"светло-серый/темно-серый"
7248,"синий/серый/черный/серебристый"
7249,"красный/серый/черный/серебристый"
7250,"белый/серый/черный/серебристый"
7251,"черный/белый/серебристый/бежевый"
7252,"красный/белый/черный/серебристый/бежевый"
7253,"ярко-синий/белый/черный/серебристый/бежевый"
7254,"прозрачный/красный/золотистый"
7255,"зеленый армейский"
7256,"коричневый/белый"
7257,"прозрачный матовый"
7258,"желтый матовый"
7259,"красный матовый"
7260,"синий матовый"
7261,"зеленый матовый"
7262,"светло-розовый/прозрачный"
7263,"глянцевый красный"
7264,"глянцевый синий"
7265,"стальной"
7266,"черный/золотисто-желтый"
7267,"красный/стальной"
7268,"темно-синий/стальной"
7269,"темно-синий/зеленое яблоко"
7270,"черный/стальной"
7271,"ярко-синий прозрачный"
7272,"оранжевый прозрачный "
7273,"розовый прозрачный"
7274,"зеленый/серый"
7275,"белый/прозрачный/серебристый"
7276,"ярко-синий/черный/белый"
7277,"лайм/черный/белый"
7278,"оранжевый/черный/белый"
7279,"серый/черный/прозрачный"
7280,"светло-синий/серебристый"
7281,"темно-серый/серебристый"
7282,"сливовый/серебристый"
7283,"черный/прозрачный/серебристый"
7284,"ярко-синий/прозрачный/серебристый"
7285,"красный/прозрачный/серебристый"
7286,"оранжевый/прозрачный/серебристый"
7287,"серый/прозрачный/серебристый"
7288,"оливковый/черный/серебристый"
7289,"розовое золото/черный/серебристый"
7290,"серебристый/ярко-синий/черный"
7291,"серебристый/оранжевый/черный"
7292,"серебристый/темно-серый"
7293,"зеленый лайм/черный"
7294,"серебристый/ярко-синий"
7295,"серебристый/розовый"
7296,"черный/лайм/серебристый"
7297,"черный/бежевый"
7298,"темно-синий/бежевый"
7299,"красный/бежевый"
7300,"зеленый/бежевый"
7301,"черный/серый/лайм"
7302,"черный/серый/синий"
7303,"серый/темно-красный"
7304,"серый/лайм"
7305,"натуральный/фуксия"
7306,"зеленый/бежевый/черный"
7307,"красный/бежевый/черный"
7308,"ярко-синий/бежевый/черный"
7309,"пурпурный/бежевый/черный"
7310,"черный/насыщенный синий"
7311,"ярко-синий/белый/черный"
7312,"красный/белый/черный"
7313,"лайм/белый/черный"
7314,"темно-синий/желтый"
7315,"медный/черный"
7316,"медный/серебристый"
7317,"синий/серебристый/черный"
7318,"натуральный/черный, прозрачный"
7319,"черный, светло-коричневый, серебристый"
7320,"корпус- серебристый, циферблат- кремовый, крепление- светло-коричневый"
7321,"корпус- серебристый, циферблат- синий, крепление- коричневый"
7322,"корпус- белый, циферблат- белый, крепление- белый"
7323,"корпус- розовое золото, циферблат- черный, крепление- черный"
7324,"корпус- черный, циферблат- черный, крепление- черный"
7325,"корпус- темно-серый, циферблат- синий, крепление- темно-серый"
7326,"корпус- серебристый, циферблат- серебристый, крепление- серебристый"
7327,"корпус- розовое золото, циферблат- комбинированный, крепление- розовое золото"
7328,"корпус- желтое золото, циферблат- серебристый, крепление- желтое золото"
7329,"серебристый/темно-коричневый"
7330,"камуфляж, коричневый/серебристый"
7331,"камуфляж"
7332,"темно-синий/натуральный"
7333,"серебристый/зеленый/золотистый"
7334,"светло-розовый"
7335,"темно-синий/серебристый/бордовый"
7336,"золотистый/коричневый/черный"
7337,"черный/ серебристый"
7338,"бирюзовый/серебристый"
7339,"антрацит/серебристый"
7340,"черный матовый"
7341,"медный/золотистый"
7342,"черный/ коричневый/ серебристый"
7343,"красное дерево/черный/золотистый"
7344,"серебристый/кремовый"
7345,"черный/графит"
7346,"серый/черный, серебристый"
7347,"темно-синий, черный"
7348,"темно-синий, серебристый"
7349,"серый, черный"
7350,"серый/черный, графит"
7351,"графит, черный"
7352,"черный, графит, серебристый"
7353,"бежевый/золотистый"
7354,"бургунди/золотистый"
7355,"темно-синий/золотистый"
7356,"серый/золотистый"
7357,"розовый/золотистый"
7358,"черный/темно-серый/серебристый"
7359,"черный/розовое золото"
7360,"бургунди, золотистый"
7361,"бежевый, золотистый"
7362,"темно-серый, черный/графит"
7363,"кремовый, золотистый"
7364,"темно-серый, серебристый"
7365,"кремовый, серебристый"
7366,"бургунди, серебристый"
7367,"черный, розовое золото"
7368,"серый/черный, черный/серебристый"
7369,"nan"
7370,"темно- серый/светло- серый"
7371,"серый/зеленый/серебристый"
7372,"сливовый"
7373,"розовый/серый"
7374,"черный/фуксия"
7375,"синий/черный/бирюзовый"
7376,"красный/серый/черный"
7377,"серый камуфляж"
7378,"темно-зеленый"
7379,"кирпичный"
7380,"золотистый/серый"
7381,"золотистый/коричневый, черный"
7382,"прозрачный, золотистый, черный"
7383,"прозрачный, золотистый"
7384,"синий/натуральный"
7385,"красный/натуральный"
7386,"зеленый/натуральный"
7387,"темно-болотный"
7388,"прозрачный/красный/серебристый"
7389,"бордовый, серебристый"
7390,"черный, индиго"
7391,"черный, коричневый, золотистый"
7392,"черный, коричневый, серебристый"
7393,"венге"
7394,"коричневый/бордовый"
7395,"розовое золото"
7396,"прозрачный, серебристый"
7397,"сиреневый"
7398,"бирюзовый/черный"
7399,"серебристый металлик/серебристый"
7400,"бежевый металлик/серебристый"
7401,"красный металлик/серебристый"
7402,"черный металлик/серебристый"
7403,"бежевый/серебристый"
7404,"рыжий/серебристый"
7405,"бирюзовый металлик/серебристый"
7406,"розовый металлик/серебристый"
7407,"сиреневый/серебристый"
7408,"бронзовый/серебристый"
7409,"серо-голубой/серебристый"
7410,"золотистый матовый/золотистый"
7411,"белый матовый/золотистый"
7412,"серый матовый/золотистый"
7413,"черный матовый/золотистый"
7414,"бордовый матовый/золотистый"
7415,"пушечная сталь/серебристый"
7416,"черный/оружейный хром"
7417,"медно-рыжий"
7418,"черный/пушечная сталь"
7419,"розовое золото/серебристый"
7420,"коричневый/розовое золото"
7421,"оружейная сталь/золотистый"
7422,"оружейная сталь/черный/золотистый"
7423,"белый(молочный)/серый"
7424,"синий navy"
7425,"белый/серебристый/серый"
7426,"зеленый, коричневый, желтый, красный, белый"
7427,"красный/светло-серый"
7428,"темно-серый/светло-серый"
7429,"серый/светло-серый"
7430,"синий, розовое золото"
7431,"черный, коричневый"
7432,"зеленый, золотистый"
7433,"зеленый/белый/золотистый"
7434,"темно-коричневый, золотистый"
7435,"темно-синий, золотистый"
7436,"бесцветный"
7437,"серый мраморный"
7438,"черный металик матовый"
7439,"серебристый металик матовый"
7440,"ярко-синий металик матовый"
7441,"красный металик матовый"
7442,"лайм металик матовый"
7443,"хром"
7444,"белый, натуральный"
7445,"разноцветный, зеленый"
7446,"разноцветный, желтый"
7447,"разноцветный, красный"
7448,"разноцветный, синий"
7449,"разноцветный, натуральный"
7450,"разноцветный, коричневый"
7451,"натуральный, коричневый"
7452,"натуральный, белый"
7453,"натуральный, серый"
7454,"голубой/натуральный"
7455,"желтый/натуральный"
7456,"черный, серый"
7457,"голубой/синий/желтый"
7458,"прозрачный, черный"
7459,"прозрачный, синий"
7460,"прозрачный, красный"
7461,"прозрачный, зеленый"
7462,"прозрачный/ лайм/белый"
7463,"белый, черный, прозрачный, лайм"
7464,"черный, прозрачный"
7465,"черный, серый, красный"
7466,"белый, светло-коричневый"
7467,"прозрачный, светло-коричневый"
7468,"прозрачный/лайм"
7469,"темно-синий/коричневый"
7470,"красный/коричневый"
7471,"джинс"
7472,"ярко-зеленый"
7473,"зеленый папоротник"
7474,"зеленый лесной"
7475,"шоколадно-коричневый"
7476,"серый графитовый"
7477,"корпус- серебристый/черный, циферблат- черный, крепление- черный"
7478,"бордовый/коричневый, серебристый"
7479,"черный/бордовый, серебристый, коричневый"
7480,"темно-коричневый/черный"
7481,"светло-коричневый/белый"
7482,"светло-коричневый/желтый"
7483,"светло-коричневый/черный"
7484,"рыжий"
7485,"зеленое яблоко/бежевый/белый"
7486,"синий/бежевый"
7487,"натуральный/орех"
7488,"оранжевый матовый"
7489,"зеленое яблоко матовый"
7490,"черный/светло голубой"
7491,"черный матовый/серебристый"
7492,"оливковый"
7493,"бурый"
